105,Fortaleza,Brazil,3900000,-3.71969,-38.5429
106,Jiddah,Saudi Arabia,3875000,21.516944,39.219167
107,Kano,Nigeria,3850000,11.994354,8.513807
108,Al-Kuwayt,Kuwait,3800000,29.369722,47.978333
109,Salvador,Brazil,3775000,-12.983333,-38.516667
110,Medellin,Colombia,3750000,6.25184,-75.563591
111,Taiyuan,China,3750000,37.726944,112.470833
112,Dalian,China,3700000,38.912222,121.602222
113,Busan,South Korea,3675000,35.102778,129.040278
114,Faisalabad,Pakistan,3675000,31.416667,73.083333
115,Athens,Greece,3600000,37.9833333,23.7333333
116,Changchun,China,3600000,43.88,125.322778
117,Jinan,China,3600000,36.668333,116.997222
118,Zhengzhou,China,3600000,34.683611,113.5325
119,Caracas,Venezuela,3575000,10.5,-66.9166667
120,Durban,South Africa,3575000,-29.857896,31.029198
121,Rawalpindi,Pakistan,3550000,33.6007,73.0679
122,Dimashq,Syria,3475000,33.5,36.3
123,Kanpur,India,3450000,26.466667,80.35
124,Curitiba,Brazil,3425000,-25.416667,-49.25
125,Roma,Italy,3425000,41.9,12.483333
126,Santo Domingo,Dominican Republic,3425000,18.4666667,-69.9
127,Algiers,Algeria,3400000,36.7630556,3.0505556
128,Jaipur,India,3350000,26.916667,75.816667
129,Kabul,Afghanistan,3350000,34.516667,69.183333
130,Denver,United States,3300000,39.7391667,-104.9841667
131,Lucknow,India,3300000,26.85,80.916667
132,Kunming,China,3275000,25.038889,102.718333
133,Kiev,Ukraine,3275000,50.433333,30.516667
134,Medan,Indonesia,3275000,3.583333,98.666667
135,Adis Abeba,Ethiopia,3250000,9.024325,38.749226
136,Fuzhou,China,3200000,26.061389,119.306111
137,Amman,Jordan,3175000,31.95,35.933333
138,San Diego,United States,3150000,32.7152778,-117.1563889
139,Pretoria,South Africa,3125000,-25.706944,28.229444
140,Campinas,Brazil,3075000,-22.9,-47.083333
141,Cleveland,United States,3075000,41.4994444,-81.6955556
142,Minneapolis,United States,2975000,44.9800000,-93.2636111
143,Changsha,China,2950000,28.23423,112.932358
144,Puebla,Mexico,2950000,19.05,-98.2
145,Orlando,United States,2925000,28.5380556,-81.3794444
146,Halab,Syria,2900000,36.2027778,37.1586111
147,Izmir,Turkey,2900000,38.412726,27.138376
148,Mashhad Riseh,Iran,2900000,34.794422,60.505128
149,Cali,Colombia,2875000,3.437222,-76.5225
150,Dakar,Senegal,2875000,14.6708333,-17.4380556
151,Ciudad de Guatemala,Guatemala,2850000,14.621111,-90.526944
152,Ibadan,Nigeria,2850000,7.387778,3.896389
153,Rotterdam,Netherlands,2850000,51.916667,4.5
154,Nagpur,India,2825000,21.15,79.1
155,Birmingham,United Kingdom,2775000,52.466667,-1.916667
156,Kaohsiung,Taiwan,2775000,22.6333333,120.35
157,Ha Noi,Vietnam,2750000,21.033333,105.85
158,Pyongyang,North Korea,2750000,39.0194444,125.7547222
159,Wenzhou,China,2750000,27.999416,120.66682
160,Cincinnati,United States,2725000,39.1619444,-84.4569444
161,Manchester,United Kingdom,2725000,53.5,-2.216667
162,Daegu,South Korea,2700000,35.870278,128.591111
163,Shijiazhuang,China,2700000,38.045928,114.514503
164,Urumqi,China,2675000,43.800965,87.600459
165,Guayaquil,Ecuador,2650000,-2.1666667,-79.9
166,Hamburg,Germany,2650000,53.55,10
167,Kathmandu,Nepal,2650000,27.7166667,85.3166667
168,Port-au-Prince,Haiti,2650000,18.538536,-72.336445
169,Brisbane,Australia,2625000,-27.47101,153.024292
170,Bamako,Mali,2600000,12.65,-8.0
171,Douala,Cameroon,2600000,4.0502778,9.7
172,Hefei,China,2600000,31.863889,117.280833
173,Lisboa,Portugal,2575000,38.716667,-9.133333
174,Wuxi,China,2575000,31.568873,120.288573
175,Zibo,China,2575000,36.790556,118.063333
176,Guiyang,China,2550000,26.583333,106.716667
177,Sapporo,Japan,2250000,43.06337,141.356935
178,Toshkent,Uzbekistan,2550000,41.3166667,69.25
179,Xiamen,China,2550000,24.479794,118.081869
180,Budapest,Hungary,2525000,47.5,19.083333
181,Fukuoka,Japan,2500000,33.592877,130.406628
182,Yaounde,Cameroon,2500000,3.8666667,11.5166667
183,Lanzhou,China,2450000,36.056389,103.792222
184,Maracaibo,Venezuela,2450000,10.6316667,-71.6405556
185,Tunis,Tunisia,2450000,36.806112,10.171078
186,Vancouver,Canada,2450000,49.25,-123.133333
187,Katowice,Poland,2425000,50.258415,19.027545
188,Indore,India,2400000,22.716667,75.833333
189,Kumasi,Ghana,2400000,6.6833333,-1.6166667
190,Tel Aviv-Yafo,Israel,2400000,32.067778,34.764722
191,Asuncion,Paraguay,2375000,-25.266667,-57.666667
192,Baku,Azerbaijan,2375000,40.395278,49.882222
193,Bhilai,India,2375000,21.216667,81.433333
194,Coimbatore,India,2375000,10.9925,76.961389
195,St Louis,United States,2375000,38.6272222,-90.1977778
196,Patna,India,2350000,25.6,85.116667
197,Nanchang,China,2325000,28.55,115.933333
198,Ningbo,China,2325000,29.878186,121.549453
199,Taichung,Taiwan,2325000,24.1433333,120.6813889
200,Gujranwala,Pakistan,2275000,32.161667,74.188309
201,Harare,Zimbabwe,2275000,-17.8177778,31.0447222
202,San Juan,Puerto Rico,2275000,18.463327,-66.107597
203,Sana`,Yemen,2275000,15.2833333,44.1833333
204,Anshan,China,2250000,41.123611,122.99
205,Antananarivo,Madagascar,2250000,-18.9166667,47.5166667
206,Belem,Brazil,2250000,-1.45,-48.483333
207,Charlotte,United States,2250000,35.2269444,-80.8433333
208,Goiania,Brazil,2250000,-16.666667,-49.266667
209,Hyderabad,Pakistan,2250000,17.389958,78.488274
210,Leeds,United Kingdom,2250000,53.8,-1.583333
211,Warsaw,Poland,2250000,52.25,21
212,Kampala,Uganda,2225000,0.3155556,32.5655556
213,La Habana,Cuba,2225000,23.1319444,-82.3641667
214,Portland,United States,2225000,45.5236111,-122.6750000
215,Salt Lake City,United States,2225000,40.7608333,-111.8902778
216,Dammam,Saudi Arabia,2200000,26.434417,50.103263
217,Esfahan,Iran,2200000,32.657218,51.677608
218,Nanning,China,2150000,22.816667,108.316667
219,Cebu,Philippines,2125000,10.311111,123.891667
220,Quanzhou,China,2125000,24.913889,118.585833
221,Stockholm,Sweden,2125000,59.333333,18.05
222,Las Vegas,United States,2100000,36.1750000,-115.1363889
223,Munich,Germany,2100000,48.1500,11.5833
224,Tangshan,China,2075000,39.635307,118.179817
225,Bhopal,India,2050000,23.266667,77.4
226,La Paz,Bolivia,2050000,-16.5,-68.15
227,Lusaka,Zambia,2050000,-15.4166667,28.2833333
228,Maputo,Mozambique,2050000,-25.9652778,32.5891667
229,Pittsburgh,United States,2050000,40.4405556,-79.9961111
230,Vienna,Austria,2050000,48.2,16.366667
231,Huizhou,China,2025000,23.083333,114.4
232,Multan,Pakistan,2025000,30.195556,71.475278
233,Toluca,Mexico,2025000,19.288333,-99.667222
234,Rabat,Morocco,2000000,34.013784,-6.844268
235,Stuttgart,Germany,1990000,48.766667,9.183333
236,Amsterdam,Netherlands,1980000,52.35,4.916667
237,Bruxelles,Belgium,1980000,50.833333,4.333333
238,Changzhou,China,1980000,31.783333,119.966667
239,Manaus,Brazil,1980000,-3.113333,-60.025278
240,Sacramento,United States,1980000,38.5816667,-121.4933333
241,Semarang,Indonesia,1980000,-6.9932,110.4203
242,Bucharest,Romania,1960000,44.433333,26.1
243,Frankfurt,Germany,1960000,50.116667,8.683333
244,Barranquilla,Colombia,1950000,10.963889,-74.796389
245,San Antonio,United States,1950000,29.4238889,-98.4933333
246,Vadodara,India,1950000,22.3,73.2
247,Ouagadougou,Burkina Faso,1930000,12.3702778,-1.5247222
248,Tijuana,Mexico,1930000,32.533333,-117.016667
249,Valencia,Venezuela,1930000,10.1805556,-68.0038889
250,Cologne,Germany,1920000,50.933333,6.95
251,Santa Cruz,Bolivia,1920000,10.186286,-67.511516
252,Agra,India,1900000,27.183333,78.016667
253,Kansas City,United States,1900000,39.1141667,-94.6272222
254,Minsk,Belarus,1900000,53.9,27.5666667
255,Indianapolis,United States,1890000,39.7683333,-86.1580556
256,Visakhapatnam,India,1880000,17.7,83.3
257,Hiroshima,Japan,1870000,34.434844,132.740622
258,Port Harcourt,Nigeria,1870000,4.777423,7.013404
259,Baotou,China,1860000,40.652222,109.822222
260,Jilin,China,1860000,43.850833,126.560278
261,Bursa,Turkey,1850000,40.191667,29.061111
262,San Salvador,El Salvador,1840000,13.7086111,-89.2030556
263,Vitoria,Brazil,1840000,-20.316667,-40.35
264,Santos,Brazil,1820000,-23.95,-46.333333
265,Conakry,Guinea,1800000,9.5091667,-13.7122222
266,Leon,Mexico,1780000,21.116667,-101.666667
267,Montevideo,Uruguay,1780000,-34.8580556,-56.1708333
268,Perth,Australia,1780000,-31.95224,115.861397
269,San Jose,Costa Rica,1780000,9.933333,-84.083333
270,Dubai,United Arab Emirates,1770000,25.258172,55.304717
271,Doha,Qatar,1760000,25.286667,51.533333
272,Peshawar,Pakistan,1760000,34.008,71.578488
273,Quito,Ecuador,1750000,-0.2166667,-78.5
274,Brazzaville,Republic of the Congo,1740000,-4.2591667,15.2847222
275,Makkah,Saudi Arabia,1740000,21.426667,39.826111
276,Lubumbashi,Democratic Republic of the Congo,1730000,-11.666667,27.466667
277,Ludhiana,India,1730000,30.9,75.85
278,Meerut,India,1730000,28.983333,77.7
279,Hartford,United States,1720000,41.7636111,-72.6855556
280,Nashik,India,1720000,20.001741,73.784065
281,Nizhniy Novgorod,Russia,1720000,56.326944,44.0075
282,Mbuji-Mayi,Democratic Republic of the Congo,1700000,-6.15,23.6
283,Torino,Italy,1680000,45.05,7.666667
284,Almaty,Kazakhstan,1670000,43.25,76.95
285,Kochi,India,1670000,9.966667,76.233333
286,Makassar,Indonesia,1670000,-5.14,119.4221
287,Kaduna,Nigeria,1660000,10.522239,7.43828
288,Vijayawada,India,1650000,16.516667,80.616667
289,Adana,Turkey,1640000,37.001667,35.328889
290,Kharkiv,Ukraine,1640000,49.980814,36.252718
291,Phnum Penh,Cambodia,1640000,11.55,104.9166667
292,Austin,United States,1630000,30.2669444,-97.7427778
293,Ghazzah,Palestinian Territory,1630000,31.5,34.466667
294,Columbus,United States,1620000,39.9611111,-82.9988889
295,Muqdisho,Somalia,1620000,2.0666667,45.3666667
296,Palembang,Indonesia,1620000,-2.916667,104.75
297,Chandigarh,India,1610000,30.7343,76.7933
298,Huainan,China,1590000,32.626389,116.996944
299,Lyon,France,1590000,45.748457,4.846711
300,Qiqihar,China,1590000,47.340833,123.967222
301,Abuja,Nigeria,1580000,9.083333,7.533333
302,Gwangju,South Korea,1580000,35.154722,126.915556
303,Lome,Togo,1580000,6.1319444,1.2227778
304,Tabriz,Iran,1580000,38.08,46.2919
305,Virginia Beach,United States,1580000,36.8527778,-75.9783333
306,Weifang,China,1580000,36.71,119.101944
307,Al Mawsil,Iraq,1570000,36.335,43.1188889
308,Kitakyushu,Japan,1570000,33.833333,130.833333
309,Madurai,India,1570000,9.933333,78.116667
310,Marseille,France,1570000,43.285413,5.37606
311,Sendai,Japan,1570000,31.816667,130.3
312,Xuzhou,China,1570000,34.180454,117.15707
313,Yantai,China,1570000,37.533333,121.4
314,Novosibirsk,Russia,1560000,55.0415,82.9346
315,Valencia,Spain,1560000,39.466667,-.366667
316,Daejeon,South Korea,1540000,36.321389,127.419722
317,Yekaterinburg,Russia,1540000,56.8519,60.6122
318,Luoyang,China,1540000,34.683611,112.453611
319,Maracay,Venezuela,1540000,10.2469444,-67.5958333
320,Milwaukee,United States,1540000,43.0388889,-87.9063889
321,Varanasi,India,1540000,25.333333,83
322,Rajkot,India,1530000,22.3,70.783333
323,Zhuhai,China,1520000,22.276944,113.567778
324,Bhubaneswar,India,1500000,20.233333,85.833333
325,Cordoba,Argentina,1500000,-31.413496,-64.181052
326,Xiangfan,China,1500000,32.042203,112.144794
327,Ciudad Juarez,Mexico,1490000,31.733333,-106.483333
328,Liuzhou,China,1490000,24.312582,109.389157
329,Haikou,China,1480000,20.045833,110.341667
330,Yangzhou,China,1480000,32.397222,119.435833
331,Copenhagen,Denmark,1470000,55.666667,12.583333
332,Asansol,India,1460000,23.683333,86.983333
333,Benin City,Nigeria,1460000,6.335045,5.627492
334,George Town,Malaysia,1460000,5.411229,100.335426
335,Donetsk,Ukraine,1450000,47.991664,37.775928
336,Raleigh,United States,1450000,35.7719444,-78.6388889
337,Glasgow,United Kingdom,1440000,55.833333,-4.25
338,Jamshedpur,India,1440000,22.8,86.183333
339,Gaziantep,Turkey,1430000,37.059444,37.3825
340,Okayama,Japan,1430000,34.661667,133.935
341,Auckland,New Zealand,1420000,-36.866667,174.766667
342,Prague,Czech Republic,1420000,50.083333,14.466667
343,Sao Luis,Brazil,1420000,-2.516667,-44.266667
344,Taizhou,China,1420000,28.85,121.116667
345,Volgograd,Russia,1420000,48.71939,44.501835
346,Linyi,China,1410000,35.126648,118.286591
347,Cixi,China,1400000,30.230595,121.233673
348,Beograd,Serbia,1390000,44.818611,20.468056
349,Dnipropetrovsk,Ukraine,1390000,48.46298,35.039043
350,Liverpool,United Kingdom,1390000,53.416667,-3
351,Shiraz,Iran,1380000,29.6036,52.5388
352,Srinagar,India,1380000,30.216667,78.783333
353,Al Manamah,Bahrain,1370000,26.2361111,50.5830556
354,Daqing,China,1370000,46.600393,125.076141
355,Malang,Indonesia,1370000,-7.9797,112.6304
356,Hohhot,China,1360000,40.810556,111.652222
357,Jabalpur,India,1360000,23.166667,79.95
358,Natal,Brazil,1360000,-5.783333,-35.216667
359,Sheffield,United Kingdom,1360000,53.366667,-1.5
360,Denpasar,Indonesia,1350000,-8.65,115.216667
361,Chelyabinsk,Russia,1340000,55.154444,61.429722
362,Freetown,Sierra Leone,1330000,8.49,-13.2341667
363,Beirut,Lebanon,1320000,33.8719444,35.5097222
364,Buffalo,United States,1320000,42.8863889,-78.8786111
365,Ciudad de Panama,Panama,1320000,8.9666667,-79.5333333
366,Datong,China,1320000,40.093611,113.291389
367,Samara,Russia,1320000,53.1835,50.1182
368,Torreon,Mexico,1320000,25.55,-103.433333
369,Allahabad,India,1310000,25.45,81.85
370,Nashville,United States,1310000,36.1658333,-86.7844444
371,Ottawa,Canada,1310000,45.416667,-75.7
372,Sofia,Bulgaria,1310000,42.6833333,23.3166667
373,Aurangabad,India,1300000,19.883333,75.333333
374,Calgary,Canada,1300000,51.083333,-114.083333
375,Harrisburg,United States,1300000,40.2736111,-76.8847222
376,Jacksonville,United States,1300000,30.342065,-81.672821
377,Tbilisi,Georgia,1300000,41.725,44.7908333
378,Dammam,Saudi Arabia,1290000,26.434417,50.103263
379,Dublin,Ireland,1290000,53.3330556,-6.2488889
380,Rosario,Argentina,1290000,-32.946818,-60.639317
381,Tainan,Taiwan,1290000,22.9933333,120.2036111
382,Basrah,Iraq,1280000,30.4941667,47.8191667
383,Dhanbad,India,1280000,23.8,86.45
384,Tarabulus,Libya,1280000,32.8925,13.18
385,Amritsar,India,1270000,31.633056,74.865556
386,Adelaide,Australia,1260000,-34.928661,138.598633
387,Cartagena,Colombia,1260000,10.399722,-75.514444
388,Davao,Philippines,1260000,7.073056,125.612778
389,Managua,Nicaragua,1260000,12.1508333,-86.2683333
390,Mannheim,Germany,1260000,49.488333,8.464722
391,McAllen,United States,1260000,26.2030556,-98.2297222
392,Maceio,Brazil,1250000,-9.666667,-35.716667
393,Rostov-on-Don,Russia,1250000,47.23135,39.723284
394,Cotonou,Benin,1240000,6.35,2.4333333
395,Edmonton,Canada,1240000,53.55,-113.5
396,Jodhpur,India,1240000,26.286667,73.03
397,Lille,France,1240000,50.632971,3.058585
398,Monrovia,Liberia,1240000,6.3105556,-10.8047222
399,Yerevan,Armenia,1240000,40.1811111,44.5136111
400,Yogyakarta,Indonesia,1240000,-7.782778,110.360833
401,Medina,Saudi Arabia,1230000,24.468611,39.614167
402,Dusseldorf,Germany,1230000,51.216667,6.766667
403,Ranchi,India,1230000,23.35,85.333333
404,Queretaro,Mexico,1220000,20.6,-100.383333
405,Zurich,Switzerland,1210000,47.366667,8.55
406,Cochabamba,Bolivia,1200000,-17.3833333,-66.15
407,Gwalior,India,1200000,26.223611,78.179167
408,Joinville,Brazil,1200000,-26.3,-48.833333
409,Port Elizabeth,South Africa,1200000,-33.917988,25.570066
410,Sevilla,Spain,1200000,37.382408,-5.976133
411,Stockton,United States,1200000,37.9577778,-121.2897222
412,Mudanjiang,China,1190000,44.583333,129.6
413,Oran,Algeria,1190000,35.6911111,-0.6416667
414,Ulaanbaatar,Mongolia,1190000,47.9166667,106.9166667
415,Yiwu,China,1190000,29.315056,120.076764
416,Helsinki,Finland,1180000,60.175556,24.934167
417,N'djamena,Chad,1180000,12.1130556,15.0491667
418,Porto,Portugal,1180000,41.149606,-8.610993
419,Surakarta,Indonesia,1180000,-7.556111,110.831667
420,Barquisimeto,Venezuela,1170000,10.0738889,-69.3227778
421,Fes,Morocco,1170000,34.037151,-4.999797
422,Kazan,Russia,1170000,55.78874,49.122144
423,Ulsan,South Korea,1170000,35.537222,129.316667
424,Kigali,Rwanda,1160000,-1.9536111,30.0605556
425,Memphis,United States,1160000,34.9180556,-90.1369444
426,Omsk,Russia,1160000,55,73.4
427,Joao Pessoa,Brazil,1150000,-7.116667,-34.866667
428,Naha,Japan,1150000,26.2125,127.681111
429,Ahvaz,Iran,1140000,31.3203,48.6693
430,Zhanjiang,China,1140000,21.281452,110.342713
431,Baoding,China,1130000,38.851111,115.490278
432,Bucaramanga,Colombia,1130000,7.125393,-73.119804
433,Himeji,Japan,1130000,34.816667,134.7
434,San Luis Potosi,Mexico,1130000,22.15,-100.983333
435,Konya,Turkey,1120000,37.871354,32.484636
436,Kumamoto,Japan,1120000,32.789722,130.741667
437,Melbourne,United States,1120000,28.0833333,-80.6083333
438,Qom,Iran,1120000,34.6401,50.8764
439,Thiruvananthapuram,India,1120000,8.506944,76.956944
440,Xining,China,1120000,36.616667,101.766667
441,Changwon,South Korea,1110000,35.228056,128.681111
442,Hamamatsu,Japan,1110000,34.7,137.733333
443,Kota,India,1110000,25.183333,75.833333
444,Maiduguri,Nigeria,1110000,11.846441,13.160274
445,Mandalay,Myanmar,1110000,22.0,96.0833333
446,Newcastle upon Tyne,United Kingdom,1110000,54.988056,-1.619444
447,Taian,China,1110000,36.185278,117.12
448,Florianopolis,Brazil,1100000,-27.583333,-48.566667
449,Niamey,Niger,1100000,13.5166667,2.1166667
450,Greensboro,United States,1090000,36.0725000,-79.7922222
451,Odesa,Ukraine,1090000,46.463934,30.738551
452,Quetta,Pakistan,1090000,30.199004,67.009708
453,Tiruchirappalli,India,1090000,10.805,78.685556
454,Arbil,Iraq,1080000,36.19,44.0088889
455,Asgabat,Turkmenistan,1080000,37.95,58.3833333
456,Tegucigalpa,Honduras,1080000,14.1,-87.2166667
457,Tiruppur,India,1080000,11.1,77.35
458,Ufa,Russia,1080000,54.785167,56.045621
459,Zaozhuang,China,1080000,34.864722,117.554167
460,Bareilly,India,1070000,28.35,79.416667
461,Khulna,Bangladesh,1070000,22.8,89.55
462,Pekanbaru,Indonesia,1070000,.533333,101.45
463,Saratov,Russia,1070000,51.540556,46.008611
464,Shaoxing,China,1070000,30.011019,120.571528
465,Mysore,India,1060000,12.307222,76.649722
466,Nuremberg,Germany,1060000,49.447778,11.068333
467,Yueyang,China,1060000,29.140833,113.111111
468,Antalya,Turkey,1050000,36.908118,30.695565
469,Batam,Indonesia,1050000,1.2,104
470,Jining,China,1050000,35.405,116.581389
471,Kozhikode,India,1050000,11.25,75.766667
472,Merida,Mexico,1050000,20.966667,-89.616667
473,Nouakchott,Mauritania,1050000,18.0863889,-15.9752778
474,Oklahoma City,United States,1050000,35.4675000,-97.5161111
475,Perm,Russia,1050000,58.009282,56.284063
476,Zhuzhou,China,1050000,27.691868,113.152137
477,Guilin,China,1040000,25.281944,110.286389
478,Guwahati,India,1040000,26.183333,91.733333
479,Mombasa,Kenya,1040000,-4.05,39.6666667
480,Bandar Lampung,Indonesia,1030000,-5.4482,105.265059
481,Jixi,China,1030000,45.3,130.966667
482,Kirkuk,Iraq,1030000,35.4680556,44.3922222
483,Krasnoyarsk,Russia,1030000,56.016808,92.83699
484,Louisville,United States,1030000,38.2541667,-85.7594444
485,Marrakech,Morocco,1030000,31.631485,-8.008281
486,Pingdingshan,China,1030000,33.738472,113.301194
487,Serang,Indonesia,1030000,-6.1149,106.1502
488,Aguascalientes,Mexico,1020000,21.883333,-102.3
489,El Paso,United States,1020000,31.7586111,-106.4863889
490,Mexicali,Mexico,1020000,32.651944,-115.468333
491,Valparaiso,Chile,1020000,-33.047778,-71.601111
492,Angeles,Philippines,1010000,15.1406,120.591
493,Antwerp,Belgium,1010000,51.216667,4.416667
494,Handan,China,1010000,36.566667,114.533333
495,Hubli,India,1010000,15.35,75.166667
496,Richmond,United States,1010000,37.5536111,-77.4605556
497,Solapur,India,1010000,17.683333,75.916667
498,Yichang,China,1010000,30.77135,111.321458
499,Zhangjiakou,China,1010000,40.81,114.879444
500,Aligarh,India,1000000,27.883333,78.083333
501,Bangui,Central African Republic,1000000,4.3666667,18.5833333
502,Benxi,China,1000000,41.288611,123.765
503,Hengyang,China,1000000,26.888056,112.615
